LA022489-0001|0|216
LA072790-0003|1|83
LA101590-0002|2|360
LA022489-0005|3|367
LA101590-0004|4|31
LA110689-0004|5|157
LA051990-0009|6|70
LA092890-0008|7|172
LA091490-0008|8|244
LA102990-0018|9|369
LA110689-0011|10|625
LA052590-0010|11|552
LA032390-0009|12|465
LA053190-0016|13|1539
LA021889-0027|14|310
LA092890-0034|15|6
LA102990-0025|16|724
LA081389-0022|17|252
LA052590-0017|18|497
LA072790-0024|19|54
LA072790-0025|20|64
LA052590-0018|21|395
LA022489-0017|22|241
LA021889-0033|23|690
LA092890-0052|24|349
LA052590-0036|25|721
LA072790-0031|26|576
LA081389-0030|27|395
LA051990-0035|28|686
LA053190-0041|29|774
LA021889-0040|30|185
LA081389-0035|31|106
LA053190-0044|32|118
LA072790-0042|33|122
LA110689-0041|34|189
LA080789-0034|35|62
LA053190-0049|36|124
LA051990-0042|37|146
LA021889-0045|38|101
LA053190-0051|39|125
LA021889-0046|40|636
LA092890-0068|41|588
LA051990-0046|42|205
LA100190-0044|43|790
LA032390-0044|44|63
LA032390-0045|45|159
LA092890-0072|46|500
LA092890-0073|47|200
LA052590-0054|48|61
LA032390-0049|49|296
LA021889-0055|50|351
LA053190-0060|51|663
LA110689-0046|52|1631
LA092890-0079|53|546
LA092890-0080|54|243
LA022489-0053|55|177
LA081389-0048|56|249
LA080789-0051|57|61
LA052590-0065|58|427
LA091490-0050|59|578
LA072790-0061|60|170
LA032390-0057|61|212
LA021889-0069|62|64
LA052590-0073|63|232
LA021889-0071|64|712
LA092890-0089|65|622
LA102990-0065|66|164
LA110689-0065|67|301
LA072790-0086|68|112
LA072790-0087|69|85
LA021889-0091|70|76
LA100190-0076|71|358
LA101590-0079|72|707
LA101590-0080|73|7
LA110689-0072|74|719
LA110689-0077|75|73
LA092890-0110|76|893
LA110689-0081|77|525
LA102990-0082|78|191
LA091490-0071|79|66
LA110689-0082|80|1064
LA053190-0103|81|300
LA110689-0087|82|660
LA021889-0111|83|136
LA022489-0107|84|1036
LA092890-0125|85|127
LA072790-0114|86|80
LA021889-0115|87|376
LA021889-0116|88|248
LA101590-0101|89|477
LA101590-0102|90|148
LA101590-0103|91|118
LA032390-0107|92|64
LA080789-0098|93|325
LA080789-0099|94|72
LA100190-0099|95|498
LA081389-0101|96|1074
LA021889-0117|97|399
LA101590-0114|98|173
LA102990-0099|99|170
LA081389-0106|100|305
LA100190-0105|101|234
LA051990-0123|102|521
LA051990-0124|103|130
LA102990-0107|104|115
LA101590-0128|105|298
LA101590-0129|106|6
LA101590-0130|107|28
LA052590-0133|108|780
LA052590-0134|109|600
LA053190-0135|110|475
LA092890-0147|111|81
LA092890-0148|112|151
LA092890-0149|113|184
LA092890-0150|114|83
LA092890-0151|115|75
LA092890-0152|116|68
LA072790-0135|117|718
LA072790-0136|118|193
LA062089-0001|119|314
LA060889-0001|120|308
LA060889-0002|121|6
LA060889-0003|122|6
LA060889-0004|123|232
LA052590-0135|124|408
LA052590-0136|125|73
LA022489-0121|126|457
LA102990-0113|127|338
LA053190-0137|128|121
LA053190-0138|129|118
LA053190-0139|130|98
LA092890-0153|131|216
LA092890-0154|132|599
LA102990-0115|133|73
LA022489-0123|134|1088
LA060889-0011|135|88
LA091490-0106|136|194
LA100190-0125|137|6
LA012190-0007|138|70
LA012190-0008|139|136
LA081389-0111|140|790
LA081389-0112|141|183
LA100190-0130|142|521
LA100190-0131|143|77
LA102990-0128|144|603
LA111289-0092|145|1423
LA012190-0012|146|1276
LA012190-0013|147|92
LA021889-0144|148|679
LA062089-0023|149|121
LA120390-0006|150|212
LA052590-0155|151|267
LA060889-0030|152|262
LA062089-0027|153|100
LA053190-0165|154|540
LA081389-0122|155|115
LA012190-0025|156|43
LA052590-0159|157|807
LA072790-0159|158|507
LA032390-0157|159|605
LA121790-0005|160|93
LA053190-0170|161|77
LA053190-0171|162|44
LA032390-0158|163|667
LA091490-0130|164|479
LA081389-0132|165|85
LA022489-0155|166|133
LA121790-0014|167|253
LA091490-0133|168|303
LA052590-0166|169|767
LA062089-0039|170|1089
LA022489-0159|171|713
LA051990-0157|172|535
LA062089-0046|173|261
LA062089-0047|174|343
LA012190-0048|175|562
LA022489-0162|176|1089
LA012190-0051|177|468
LA060889-0052|178|552
LA091490-0150|179|839
LA042289-0002|180|664
LA042389-0003|181|77
LA072790-0191|182|45
LA111289-0128|183|7
LA072790-0193|184|6
LA012190-0056|185|454
LA012190-0057|186|1557
LA032390-0180|187|114
LA121790-0039|188|177
LA120390-0037|189|93
LA062089-0066|190|533
LA022489-0184|191|94
LA060889-0063|192|920
LA120390-0043|193|186
LA053190-0213|194|607
LA053190-0215|195|82
LA091490-0160|196|277
LA032390-0196|197|1083
LA121690-0016|198|652
LA120390-0050|199|391
LA042389-0015|200|469
LA042289-0016|201|221
LA121790-0055|202|718
LA091490-0182|203|285
LA091490-0183|204|114
LA042389-0026|205|77
LA010890-0016|206|764
LA081389-0165|207|475
LA042389-0031|208|599
LA062089-0089|209|84
LA010990-0071|210|255
LA120290-0011|211|136
LA081389-0170|212|718
LA081389-0171|213|531
LA060989-0003|214|509
LA042289-0034|215|116
LA062089-0099|216|608
LA012090-0018|217|246
LA060989-0008|218|51
LA121790-0066|219|539
LA060989-0012|220|204
LA121790-0069|221|73
LA121790-0070|222|153
LA060989-0014|223|506
LA060889-0091|224|142
LA010990-0085|225|57
LA010990-0086|226|70
LA042389-0044|227|77
LA012090-0037|228|285
LA081389-0188|229|1162
LA060889-0099|230|595
LA121790-0083|231|92
LA012090-0044|232|577
LA042389-0054|233|1353
LA060889-0107|234|993
LA010990-0110|235|453
LA062189-0005|236|97
LA012090-0052|237|92
LA012190-0098|238|851
LA042389-0057|239|568
LA010990-0117|240|382
LA060989-0045|241|129
LA042289-0069|242|7
LA060989-0046|243|171
LA120290-0041|244|203
LA010890-0049|245|103
LA062089-0125|246|35
LA010890-0051|247|502
LA121790-0093|248|1182
LA111289-0188|249|498
LA062089-0132|250|236
LA120390-0103|251|137
LA080689-0011|252|300
LA120390-0104|253|724
LA042389-0069|254|383
LA121690-0082|255|908
LA012190-0111|256|604
LA080689-0017|257|243
LA012190-0112|258|954
LA042289-0087|259|764
LA010990-0129|260|615
LA060889-0131|261|1294
LA120390-0113|262|412
LA042289-0090|263|263
LA060989-0068|264|85
LA121790-0107|265|361
LA120390-0119|266|101
LA042289-0094|267|172
LA060989-0073|268|95
LA101490-0015|269|679
LA101490-0016|270|810
LA120390-0128|271|89
LA042289-0100|272|211
LA121790-0113|273|79
LA120390-0130|274|88
LA121790-0115|275|99
LA120290-0069|276|552
LA060989-0086|277|86
LA062189-0046|278|566
LA012190-0128|279|74
LA012190-0129|280|158
LA012090-0088|281|713
LA010890-0080|282|93
LA060989-0097|283|999
LA101490-0024|284|701
LA012190-0134|285|22
LA042389-0086|286|554
LA060889-0155|287|855
LA010990-0169|288|6
LA080689-0050|289|657
LA081289-0013|290|80
LA101490-0028|291|1098
LA081289-0016|292|111
LA062189-0056|293|284
LA120290-0081|294|97
LA121690-0108|295|972
LA062189-0059|296|53
LA120290-0083|297|80
LA111289-0222|298|205
LA042289-0127|299|730
LA102890-0006|300|180
LA121690-0111|301|59
LA102890-0007|302|288
LA081289-0027|303|535
LA062189-0070|304|515
LA080689-0060|305|129
LA111289-0228|306|664
LA102890-0016|307|69
LA051890-0003|308|50
LA102890-0018|309|214
LA060889-0173|310|417
LA121690-0121|311|928
LA010890-0116|312|592
LA032290-0019|313|110
LA060889-0178|314|184
LA101490-0039|315|27
LA101490-0040|316|67
LA012190-0157|317|284
LA012190-0158|318|348
LA120290-0099|319|481
LA060889-0183|320|184
LA080689-0072|321|564
LA051890-0013|322|45
LA060989-0127|323|43
LA081289-0034|324|656
LA101490-0053|325|129
LA121690-0127|326|81
LA012190-0161|327|219
LA062189-0094|328|274
LA060889-0191|329|54
LA062189-0095|330|415
LA120290-0108|331|60
LA080689-0081|332|172
LA121690-0132|333|622
LA120290-0111|334|359
LA081289-0043|335|323
LA121690-0136|336|256
LA101490-0063|337|307
LA081289-0047|338|379
LA120290-0116|339|168
LA060889-0202|340|119
LA120290-0119|341|631
LA081289-0051|342|285
LA102890-0037|343|1566
LA090190-0001|344|110
LA042389-0138|345|1442
LA052490-0024|346|510
LA101490-0081|347|310
LA012090-0148|348|847
LA101490-0108|349|118
LA060989-0166|350|125
LA090190-0029|351|273
LA051890-0056|352|101
LA121690-0159|353|1240
LA052490-0062|354|198
LA052490-0063|355|79
LA090190-0040|356|121
LA120290-0140|357|261
LA032290-0087|358|130
LA111389-0014|359|998
LA121690-0163|360|220
LA042389-0164|361|3295
LA080689-0112|362|104
LA051890-0073|363|505
LA081289-0104|364|150
LA101490-0132|365|524
LA111389-0035|366|71
LA012190-0209|367|251
LA090190-0064|368|259
LA121690-0182|369|377
LA032290-0117|370|599
LA090190-0066|371|296
LA021989-0006|372|113
LA021989-0007|373|396
LA120290-0161|374|157
LA052490-0079|375|411
LA090190-0069|376|187
LA032290-0123|377|386
LA101490-0141|378|159
LA120290-0164|379|884
LA110789-0031|380|439
LA120290-0169|381|648
LA021989-0015|382|566
LA121690-0192|383|208
LA081289-0116|384|597
LA052490-0091|385|137
LA120290-0173|386|375
LA081289-0121|387|81
LA051890-0096|388|723
LA080689-0133|389|70
LA110789-0040|390|941
LA042389-0196|391|6
LA101490-0155|392|935
LA042389-0198|393|1282
LA111389-0064|394|299
LA051890-0111|395|973
LA032290-0141|396|321
LA102890-0099|397|177
LA032290-0142|398|413
LA042389-0204|399|284
LA081289-0124|400|287
LA052490-0104|401|1268
LA090190-0085|402|27
LA101490-0162|403|189
LA120290-0196|404|1136
LA053090-0106|405|539
LA021989-0035|406|91
LA052490-0109|407|416
LA021989-0037|408|525
LA042389-0217|409|291
LA042389-0218|410|192
LA102890-0110|411|698
LA102890-0111|412|6
LA032290-0156|413|60
LA102890-0112|414|6
LA032290-0157|415|78
LA091590-0015|416|148
LA052490-0115|417|54
LA080689-0159|418|545
LA092990-0007|419|122
LA090190-0098|420|701
LA052490-0118|421|353
LA022589-0006|422|189
LA022589-0007|423|129
LA052490-0120|424|441
LA080689-0161|425|980
LA092990-0021|426|70
LA120290-0214|427|1630
LA102890-0124|428|2123
LA022589-0033|429|412
LA102890-0125|430|1041
LA111389-0104|431|194
LA092990-0049|432|148
LA120290-0228|433|343
LA051890-0150|434|437
LA090190-0130|435|366
LA052490-0146|436|182
LA052490-0147|437|59
LA051890-0152|438|342
LA101490-0185|439|180
LA092990-0062|440|98
LA092990-0063|441|92
LA110789-0099|442|76
LA032290-0195|443|38
LA092990-0065|444|302
LA021989-0061|445|788
LA092990-0068|446|6
LA022589-0054|447|104
LA072690-0001|448|794
LA090190-0142|449|126
LA051890-0166|450|596
LA032290-0209|451|338
LA052490-0160|452|196
LA120290-0244|453|107
LA092990-0076|454|589
LA052490-0162|455|632
LA102890-0154|456|127
LA091590-0061|457|176
LA072690-0008|458|287
LA022589-0061|459|82
LA022589-0062|460|102
LA092990-0080|461|626
LA092990-0081|462|215
LA090190-0152|463|375
LA090190-0153|464|178
LA090190-0156|465|833
LA102890-0160|466|1238
LA072490-0030|467|237
LA080689-0181|468|1233
LA073090-0010|469|303
LA072690-0027|470|369
LA052490-0179|471|613
LA052490-0180|472|320
LA072690-0029|473|116
LA052490-0181|474|404
LA022789-0005|475|307
LA022789-0006|476|99
LA022789-0007|477|84
LA110789-0160|478|320
LA071890-0010|479|342
LA022789-0011|480|53
LA071890-0011|481|719
LA072690-0039|482|160
LA052490-0190|483|418
LA073090-0025|484|172
LA071890-0019|485|115
LA111189-0004|486|1056
LA072490-0046|487|482
LA071890-0026|488|74
LA090390-0011|489|750
LA091590-0115|490|569
LA091590-0116|491|456
LA091590-0117|492|115
LA071890-0033|493|75
LA032290-0232|494|88
LA071890-0035|495|76
LA071890-0036|496|93
LA071890-0037|497|558
LA092990-0111|498|387
LA052490-0206|499|674
LA052490-0207|500|780
LA022789-0025|501|48
LA073090-0040|502|483
